unique_id,ds,LSTM,NBEATS,NHITS,PatchTST,TimeMixer,TimesNet,Informer,TFT
USA/CA/CA_3/FOODS/FOODS_3,2016-04-16,3485.5383,3423.8423,3447.837,3358.004,3390.9836,3356.2805,3263.7349,3275.0012
USA/CA/CA_3/FOODS/FOODS_3,2016-04-17,3614.4426,3733.0764,3776.4387,3582.8857,3732.3735,3657.36,3751.414,3589.6128
USA/CA/CA_3/FOODS/FOODS_3,2016-04-18,2883.2573,2980.9995,3044.658,2926.3916,3025.2432,3234.9749,3176.952,2906.6958
USA/CA/CA_3/FOODS/FOODS_3,2016-04-19,2609.6592,2679.8384,2666.0903,2523.472,2774.0066,2661.3264,2590.037,2564.8376
USA/CA/CA_3/FOODS/FOODS_3,2016-04-20,2571.8499,2543.845,2581.973,2507.8333,2631.8645,2568.1035,2459.4485,2512.2275
USA/CA/CA_3/FOODS/FOODS_3,2016-04-21,2590.6094,2586.6184,2590.7834,2599.5774,2706.0369,2569.5999,2485.2546,2519.728
USA/CA/CA_3/FOODS/FOODS_3,2016-04-22,2851.6013,2704.544,2740.0137,2818.329,2886.0251,2741.6223,2713.6934,2707.3418
USA/CA/CA_3/FOODS/FOODS_3,2016-04-23,3511.0847,3327.2495,3401.7332,3399.7537,3332.9749,3327.3247,3217.7966,3269.5464
USA/CA/CA_3/FOODS/FOODS_3,2016-04-24,3659.2292,3611.6448,3706.712,3606.2336,3670.825,3612.5544,3685.9792,3570.5369
USA/CA/CA_3/HOBBIES,2016-03-28,526.5674,505.83334,558.53973,528.2914,531.33124,517.8983,540.76404,557.06573
USA/CA/CA_3/HOBBIES,2016-03-29,502.92535,494.48535,526.2598,494.30975,498.77988,502.84622,508.3525,527.70526
USA/CA/CA_3/HOBBIES,2016-03-30,499.86493,503.10333,529.1704,497.55896,517.22876,508.72284,508.66888,530.6448
USA/CA/CA_3/HOBBIES,2016-03-31,510.7091,513.618,530.7931,536.92236,552.48676,519.5762,525.6154,536.3772
USA/CA/CA_3/HOBBIES,2016-04-01,576.0058,572.2659,577.60675,557.22375,563.73755,563.2819,580.62946,576.887
USA/CA/CA_3/HOBBIES,2016-04-02,685.2497,699.8372,711.41345,685.4653,700.95953,705.34283,696.09784,673.8331
USA/CA/CA_3/HOBBIES,2016-04-03,666.5652,703.8415,727.1965,696.7216,739.32,725.59515,699.7911,685.91187
USA/CA/CA_3/HOBBIES,2016-04-04,538.9741,542.0616,566.3045,557.5603,565.40985,568.98956,602.36835,570.96967
USA/CA/CA_3/HOBBIES,2016-04-05,509.16113,509.58646,538.0949,522.8864,532.3334,532.2073,541.6646,531.81934
USA/CA/CA_3/HOBBIES,2016-04-06,505.367,516.09,531.79877,512.53625,525.66125,525.85596,531.3115,532.62244
USA/CA/CA_3/HOBBIES,2016-04-07,515.25806,506.56372,528.9738,531.14954,531.16174,518.27985,534.4249,538.5547
USA/CA/CA_3/HOBBIES,2016-04-08,578.1538,538.579,575.2531,552.2393,567.0182,556.45514,578.35144,573.7286
USA/CA/CA_3/HOBBIES,2016-04-09,686.5276,677.04535,708.67596,656.65515,689.9395,693.35345,707.86456,661.90063
USA/CA/CA_3/HOBBIES,2016-04-10,663.5092,698.21423,720.2627,674.975,710.2778,710.70544,718.6175,677.6708
USA/CA/CA_3/HOBBIES,2016-04-11,542.8054,548.14215,566.2525,543.0962,583.4677,553.71405,587.1065,567.5567
USA/CA/CA_3/HOBBIES,2016-04-12,510.52676,511.2661,532.6801,509.32672,538.8448,514.52795,532.2402,528.13965
USA/CA/CA_3/HOBBIES,2016-04-13,503.22043,498.1316,524.05804,500.3529,519.4191,504.69678,520.0883,524.4733
USA/CA/CA_3/HOBBIES,2016-04-14,514.47815,481.77747,527.8972,522.3409,532.47675,500.47702,532.731,527.70715
USA/CA/CA_3/HOBBIES,2016-04-15,575.2186,537.0092,575.02905,562.0039,584.86786,557.9198,586.9041,564.93195
USA/CA/CA_3/HOBBIES,2016-04-16,682.45135,679.11127,704.2049,657.31305,687.0521,689.8864,699.1806,654.07965
USA/CA/CA_3/HOBBIES,2016-04-17,662.83014,691.5008,723.43097,664.8604,725.833,707.74896,713.27124,665.6783
USA/CA/CA_3/HOBBIES,2016-04-18,538.4545,543.3853,571.77954,534.6789,580.001,551.7671,579.23615,560.99524
USA/CA/CA_3/HOBBIES,2016-04-19,507.2438,522.37305,541.70215,488.6525,558.8771,521.7957,523.50653,524.0938
USA/CA/CA_3/HOBBIES,2016-04-20,500.4707,522.73206,538.0776,485.88687,546.30334,526.26996,514.47144,522.2
USA/CA/CA_3/HOBBIES,2016-04-21,509.43192,522.95654,534.22455,514.44653,560.70276,510.55072,530.2287,528.51385
USA/CA/CA_3/HOBBIES,2016-04-22,571.1461,556.2404,581.1971,537.4945,583.41943,558.22,584.51855,567.0208
USA/CA/CA_3/HOBBIES,2016-04-23,674.9959,671.2342,712.2731,649.05334,677.4145,665.15094,685.64874,656.4727
USA/CA/CA_3/HOBBIES,2016-04-24,655.6221,675.5377,725.0323,653.09485,694.1315,687.05176,709.64667,671.0089
USA/CA/CA_3/HOBBIES/HOBBIES_1,2016-03-28,477.48932,455.9951,513.37384,481.7533,487.6705,466.36758,484.94458,510.3506
USA/CA/CA_3/HOBBIES/HOBBIES_1,2016-03-29,455.77017,445.10437,482.16028,449.54428,452.05936,450.28406,460.54068,480.18344
USA/CA/CA_3/HOBBIES/HOBBIES_1,2016-03-30,452.78555,455.62238,485.46957,453.75168,466.11035,455.48254,459.16556,482.45438
USA/CA/CA_3/HOBBIES/HOBBIES_1,2016-03-31,462.77338,462.69812,487.51694,490.0823,504.9377,468.87646,473.5647,487.73337
USA/CA/CA_3/HOBBIES/HOBBIES_1,2016-04-01,521.80597,524.20306,533.0873,511.1475,517.7833,514.3069,524.5261,525.353
USA/CA/CA_3/HOBBIES/HOBBIES_1,2016-04-02,624.3044,646.048,657.0248,632.818,645.7478,649.4064,620.9014,618.74207
USA/CA/CA_3/HOBBIES/HOBBIES_1,2016-04-03,610.454,647.60443,673.1635,640.27203,679.5006,666.4576,646.02875,634.1309
USA/CA/CA_3/HOBBIES/HOBBIES_1,2016-04-04,491.58908,493.61838,522.22473,514.44116,522.57196,520.39026,552.59955,525.2077
USA/CA/CA_3/HOBBIES/HOBBIES_1,2016-04-05,463.806,462.59525,493.6907,484.26196,486.2188,482.10873,485.52155,485.52963
USA/CA/CA_3/HOBBIES/HOBBIES_1,2016-04-06,458.9164,463.38632,486.24506,464.55222,478.87222,472.37082,474.9085,484.94406
USA/CA/CA_3/HOBBIES/HOBBIES_1,2016-04-07,467.5787,455.8763,482.10205,483.94394,483.2158,465.82162,479.32864,490.0712
USA/CA/CA_3/HOBBIES/HOBBIES_1,2016-04-08,523.5962,488.04813,527.12616,506.71396,519.461,502.069,519.6152,522.3267
USA/CA/CA_3/HOBBIES/HOBBIES_1,2016-04-09,625.36395,622.79645,649.43713,598.70026,632.5839,632.7873,637.08344,606.8178
USA/CA/CA_3/HOBBIES/HOBBIES_1,2016-04-10,606.4927,638.3797,661.3746,615.74207,650.1034,647.506,642.7379,625.2207
USA/CA/CA_3/HOBBIES/HOBBIES_1,2016-04-11,492.9682,492.27048,515.2493,496.10614,530.2652,498.81674,530.21985,520.59625
USA/CA/CA_3/HOBBIES/HOBBIES_1,2016-04-12,461.7155,458.05038,481.4802,459.72794,483.52176,456.85785,477.33075,481.14084
USA/CA/CA_3/HOBBIES/HOBBIES_1,2016-04-13,454.898,438.48798,471.58566,449.78632,462.46136,445.2801,465.65897,476.34485
USA/CA/CA_3/HOBBIES/HOBBIES_1,2016-04-14,463.7924,424.8871,475.6479,473.94537,475.60272,445.25073,478.99506,478.72064
USA/CA/CA_3/HOBBIES/HOBBIES_1,2016-04-15,518.5217,481.87292,520.2452,514.90045,531.06573,501.15088,526.4629,513.2694
USA/CA/CA_3/HOBBIES/HOBBIES_1,2016-04-16,619.10406,612.45746,637.66565,597.6086,626.49054,628.58026,630.03186,598.927
USA/CA/CA_3/HOBBIES/HOBBIES_1,2016-04-17,603.1115,626.63007,656.60114,610.7772,657.4105,643.9357,647.63196,613.13135
USA/CA/CA_3/HOBBIES/HOBBIES_1,2016-04-18,486.9253,488.31897,514.56134,488.09396,525.18,495.17032,525.0987,513.61975
USA/CA/CA_3/HOBBIES/HOBBIES_1,2016-04-19,456.99826,462.29233,484.74426,438.94815,503.99475,463.9307,470.42368,476.90024
USA/CA/CA_3/HOBBIES/HOBBIES_1,2016-04-20,450.13092,463.6775,482.29074,434.368,489.66086,467.68875,461.21866,474.0662
USA/CA/CA_3/HOBBIES/HOBBIES_1,2016-04-21,457.7189,464.77887,481.33282,463.74142,506.391,455.96844,476.16852,479.66144
USA/CA/CA_3/HOBBIES/HOBBIES_1,2016-04-22,513.3757,497.4789,526.5331,482.1108,525.09143,504.07556,523.09735,515.8962
USA/CA/CA_3/HOBBIES/HOBBIES_1,2016-04-23,611.26764,608.65845,648.5665,586.7555,615.5264,610.0376,619.6618,601.941
USA/CA/CA_3/HOBBIES/HOBBIES_1,2016-04-24,596.7823,612.3776,663.3788,594.9324,634.2085,631.3948,644.9521,618.1221
USA/CA/CA_3/HOBBIES/HOBBIES_2,2016-03-28,46.16832,44.887512,42.96414,47.365143,47.207546,49.301537,50.4743,49.094154
USA/CA/CA_3/HOBBIES/HOBBIES_2,2016-03-29,45.146374,44.361137,43.149494,44.710133,47.667446,47.623684,50.890625,48.361534
USA/CA/CA_3/HOBBIES/HOBBIES_2,2016-03-30,45.27751,44.762695,46.062946,47.461113,52.52832,51.097744,49.797295,48.591667
USA/CA/CA_3/HOBBIES/HOBBIES_2,2016-03-31,48.154015,41.536816,43.150707,49.14889,48.669113,48.776512,49.944542,49.292633
USA/CA/CA_3/HOBBIES/HOBBIES_2,2016-04-01,55.207848,42.533302,42.638847,48.954277,47.95414,45.91709,50.615414,49.04345
USA/CA/CA_3/HOBBIES/HOBBIES_2,2016-04-02,60.07044,47.415443,49.09164,56.769325,56.268887,51.89424,54.675053,48.361107
USA/CA/CA_3/HOBBIES/HOBBIES_2,2016-04-03,53.38345,47.925682,50.285473,55.64635,59.304974,56.68168,56.131973,47.702847
USA/CA/CA_3/HOBBIES/HOBBIES_2,2016-04-04,45.117237,42.124184,40.723907,45.137215,43.93361,48.378822,51.643917,47.346195
USA/CA/CA_3/HOBBIES/HOBBIES_2,2016-04-05,43.36956,41.16276,40.363884,41.81942,46.888184,47.261543,48.964012,47.604553
USA/CA/CA_3/HOBBIES/HOBBIES_2,2016-04-06,44.131203,43.62756,43.619095,45.438057,49.795856,55.168972,47.104763,48.236176
USA/CA/CA_3/HOBBIES/HOBBIES_2,2016-04-07,47.19561,41.824364,43.699425,45.884827,48.68864,50.737488,48.381035,49.111908
USA/CA/CA_3/HOBBIES/HOBBIES_2,2016-04-08,54.71809,44.88515,43.545994,47.08864,48.142464,50.46478,52.569183,50.0599
USA/CA/CA_3/HOBBIES/HOBBIES_2,2016-04-09,59.738895,50.90701,51.46822,55.35978,58.609646,58.785843,55.619175,50.50622
USA/CA/CA_3/HOBBIES/HOBBIES_2,2016-04-10,53.48737,54.06257,53.970936,55.12927,59.541836,61.811386,57.210007,50.17389
USA/CA/CA_3/HOBBIES/HOBBIES_2,2016-04-11,47.065926,52.713413,46.201687,48.918827,55.565002,54.796135,53.51037,49.67073
USA/CA/CA_3/HOBBIES/HOBBIES_2,2016-04-12,45.975967,51.4153,48.298744,47.801174,56.72222,58.458035,50.239033,49.586723
USA/CA/CA_3/HOBBIES/HOBBIES_2,2016-04-13,45.660416,53.198532,51.85105,48.041412,58.441845,61.6788,49.160442,49.890167
USA/CA/CA_3/HOBBIES/HOBBIES_2,2016-04-14,49.294132,51.212276,50.559654,47.46297,58.10697,54.843384,48.459114,50.48872
USA/CA/CA_3/HOBBIES/HOBBIES_2,2016-04-15,56.537224,47.86174,50.045547,47.108738,54.930477,57.11642,52.23329,51.178066
USA/CA/CA_3/HOBBIES/HOBBIES_2,2016-04-16,61.643536,52.657482,58.857315,56.456963,61.55093,62.282337,55.651367,51.344215
USA/CA/CA_3/HOBBIES/HOBBIES_2,2016-04-17,55.722054,53.957737,59.34438,52.718925,68.123146,63.447178,56.84317,50.695126
USA/CA/CA_3/HOBBIES/HOBBIES_2,2016-04-18,48.35233,48.90936,48.810284,47.818096,55.250214,56.99756,53.498577,49.814312
USA/CA/CA_3/HOBBIES/HOBBIES_2,2016-04-19,47.04771,51.947083,51.142773,46.809357,56.396904,57.548622,50.281734,49.292065
USA/CA/CA_3/HOBBIES/HOBBIES_2,2016-04-20,46.985394,52.773647,52.92911,50.556465,58.045303,60.41028,49.058353,49.122734
USA/CA/CA_3/HOBBIES/HOBBIES_2,2016-04-21,50.281864,51.855415,50.290394,52.070328,55.1724,53.027294,49.474617,49.265617
USA/CA/CA_3/HOBBIES/HOBBIES_2,2016-04-22,57.398144,49.32114,49.94156,54.85654,58.984924,52.75556,52.457123,49.6422
USA/CA/CA_3/HOBBIES/HOBBIES_2,2016-04-23,62.555008,52.025257,55.91615,60.059433,61.924202,53.70807,55.49665,49.77472
USA/CA/CA_3/HOBBIES/HOBBIES_2,2016-04-24,55.012848,51.860935,54.88345,55.328785,57.78579,54.132725,56.23461,49.40498
USA/CA/CA_3/HOUSEHOLD,2016-03-28,1575.361,1652.8025,1736.8671,1637.1812,1678.7701,1619.8705,1707.6368,1678.4283
USA/CA/CA_3/HOUSEHOLD,2016-03-29,1439.3392,1497.4386,1561.1654,1465.3068,1478.282,1514.1217,1498.3983,1486.9668
USA/CA/CA_3/HOUSEHOLD,2016-03-30,1426.7059,1529.1222,1522.8812,1479.1006,1494.7241,1504.4502,1462.2085,1470.3394
USA/CA/CA_3/HOUSEHOLD,2016-03-31,1453.3591,1536.3257,1506.9371,1542.7396,1597.5099,1504.095,1490.0223,1484.2664
USA/CA/CA_3/HOUSEHOLD,2016-04-01,1647.8055,1676.7759,1675.8142,1629.2521,1647.5149,1623.0554,1616.8723,1635.597
USA/CA/CA_3/HOUSEHOLD,2016-04-02,2139.032,2174.1868,2148.4424,2080.2888,2137.7727,2112.6514,1871.0991,2031.8271
USA/CA/CA_3/HOUSEHOLD,2016-04-03,2186.8672,2352.0767,2322.72,2192.6113,2387.494,2278.8303,2241.0098,2215.1711
USA/CA/CA_3/HOUSEHOLD,2016-04-04,1613.8025,1813.2805,1798.4501,1720.0258,1785.218,1859.61,1922.6147,1708.1493
USA/CA/CA_3/HOUSEHOLD,2016-04-05,1445.8748,1608.205,1612.8113,1505.7046,1564.5739,1589.1451,1571.1401,1505.3229
USA/CA/CA_3/HOUSEHOLD,2016-04-06,1420.5177,1564.555,1547.4785,1493.5493,1556.491,1556.1927,1509.6663,1472.3275
USA/CA/CA_3/HOUSEHOLD,2016-04-07,1430.9386,1512.5004,1527.875,1461.2596,1490.9348,1497.0984,1470.6027,1477.5912
USA/CA/CA_3/HOUSEHOLD,2016-04-08,1611.9956,1592.3229,1659.4644,1545.2455,1614.3594,1588.3682,1612.9913,1618.3534
USA/CA/CA_3/HOUSEHOLD,2016-04-09,2106.063,2061.3015,2129.2808,1985.7971,2080.875,2089.1196,2012.228,2009.1243
USA/CA/CA_3/HOUSEHOLD,2016-04-10,2145.2021,2273.133,2295.7068,2142.333,2277.2139,2237.804,2328.7407,2193.6064
USA/CA/CA_3/HOUSEHOLD,2016-04-11,1581.4911,1803.896,1762.2021,1657.1927,1739.429,1789.3289,1818.656,1668.1537
USA/CA/CA_3/HOUSEHOLD,2016-04-12,1417.2527,1584.3828,1572.8138,1464.7762,1570.971,1508.975,1505.7435,1477.3453
USA/CA/CA_3/HOUSEHOLD,2016-04-13,1386.9739,1534.7925,1516.2039,1401.9703,1479.32,1475.1024,1428.4347,1443.0404
USA/CA/CA_3/HOUSEHOLD,2016-04-14,1404.9921,1473.1875,1496.0413,1437.0261,1477.229,1417.4836,1458.9143,1444.2323
USA/CA/CA_3/HOUSEHOLD,2016-04-15,1595.1608,1566.1807,1636.6222,1517.9064,1627.3137,1550.3613,1630.2775,1591.5154
USA/CA/CA_3/HOUSEHOLD,2016-04-16,2083.7651,2060.571,2099.256,1981.8131,2063.1694,2014.6956,2002.1605,1981.9203
USA/CA/CA_3/HOUSEHOLD,2016-04-17,2130.6594,2237.1975,2289.2754,2073.8987,2244.351,2217.425,2261.154,2134.6155
USA/CA/CA_3/HOUSEHOLD,2016-04-18,1578.933,1731.9413,1766.2998,1632.1947,1730.2771,1782.4296,1802.607,1636.3398
USA/CA/CA_3/HOUSEHOLD,2016-04-19,1417.7712,1526.6335,1556.362,1431.0203,1567.958,1483.3019,1484.5791,1471.1018
USA/CA/CA_3/HOUSEHOLD,2016-04-20,1400.4689,1478.4246,1501.2283,1402.069,1488.8647,1436.3516,1421.458,1448.8416
USA/CA/CA_3/HOUSEHOLD,2016-04-21,1417.6177,1468.1829,1483.941,1473.138,1523.6165,1417.3649,1445.4766,1459.0928
USA/CA/CA_3/HOUSEHOLD,2016-04-22,1604.3491,1556.394,1620.6106,1602.3584,1658.3104,1528.7764,1614.2031,1608.7803
USA/CA/CA_3/HOUSEHOLD,2016-04-23,2079.248,1990.8246,2098.5752,1961.4717,1999.86,1978.5071,1975.3484,1993.9594
USA/CA/CA_3/HOUSEHOLD,2016-04-24,2127.1965,2180.8267,2263.1985,2093.2957,2207.5876,2177.838,2248.764,2138.7825
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_1,2016-03-28,1278.1877,1349.1757,1413.9111,1335.8853,1368.822,1315.7179,1391.5122,1379.1564
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_1,2016-03-29,1166.4672,1224.5994,1273.7616,1199.0913,1197.6299,1242.84,1229.581,1213.7529
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_1,2016-03-30,1154.6295,1248.1449,1244.326,1220.7065,1218.1046,1231.866,1201.548,1200.9596
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_1,2016-03-31,1178.8228,1255.4485,1231.0947,1276.5421,1308.4424,1231.8271,1224.9146,1211.654
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_1,2016-04-01,1350.8458,1384.2565,1368.3567,1350.5739,1348.7131,1331.4603,1320.3995,1331.1321
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_1,2016-04-02,1751.264,1788.5646,1757.6438,1714.1069,1751.324,1734.2096,1531.5719,1640.2822
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_1,2016-04-03,1783.6138,1931.4686,1899.7921,1792.4893,1951.4023,1875.6876,1786.0063,1790.8495
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_1,2016-04-04,1315.6699,1499.9304,1468.7131,1411.8638,1461.2135,1524.015,1578.7048,1405.514
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_1,2016-04-05,1173.3069,1324.8373,1319.2974,1237.1277,1274.336,1304.7388,1277.2117,1226.5972
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_1,2016-04-06,1152.9644,1280.6819,1263.9032,1227.0157,1266.9828,1272.3889,1223.4368,1197.5211
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_1,2016-04-07,1164.4984,1231.1411,1243.7424,1195.1155,1212.5919,1221.0022,1195.7347,1201.9045
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_1,2016-04-08,1322.0554,1292.1201,1350.2874,1259.9009,1316.6068,1294.2863,1316.9093,1310.8549
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_1,2016-04-09,1722.7882,1677.3202,1735.8131,1614.4575,1695.9293,1702.1272,1621.1604,1613.8029
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_1,2016-04-10,1743.9229,1851.6566,1870.4443,1740.3243,1851.609,1835.7404,1859.1613,1765.3596
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_1,2016-04-11,1286.7256,1476.7986,1434.003,1350.243,1414.2997,1456.5658,1481.6627,1365.3494
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_1,2016-04-12,1144.6636,1291.3492,1278.8544,1201.259,1276.5569,1221.9668,1219.3546,1198.3041
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_1,2016-04-13,1118.4412,1247.2094,1230.6757,1145.2456,1199.3434,1196.1346,1157.9105,1169.3975
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_1,2016-04-14,1136.3381,1193.0968,1211.7017,1171.5449,1187.6793,1146.0339,1180.2476,1170.7379
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_1,2016-04-15,1300.1914,1273.6543,1325.9275,1234.1093,1314.0951,1249.3268,1294.4994,1284.85
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_1,2016-04-16,1698.0237,1676.5365,1704.8215,1606.5051,1672.7885,1628.6891,1645.3822,1589.195
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_1,2016-04-17,1728.8636,1820.7643,1859.3434,1672.7394,1820.7765,1813.9456,1812.8577,1716.5708
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_1,2016-04-18,1278.334,1418.2001,1430.5176,1318.5447,1404.16,1452.8777,1463.2386,1337.0103
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_1,2016-04-19,1141.1488,1239.8944,1261.9458,1161.6406,1272.1104,1200.4675,1200.3619,1192.3589
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_1,2016-04-20,1125.3823,1199.6141,1217.6869,1132.6537,1203.5897,1164.7975,1149.8413,1173.799
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_1,2016-04-21,1144.3116,1190.3474,1202.7588,1194.8433,1234.4436,1145.0704,1171.6515,1184.4208
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_1,2016-04-22,1309.0052,1266.3398,1314.7887,1293.532,1341.2012,1233.0525,1306.0718,1301.7273
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_1,2016-04-23,1698.3894,1620.9918,1707.7787,1578.137,1622.2224,1598.4113,1589.6293,1601.0502
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_1,2016-04-24,1730.8645,1773.1525,1841.3131,1685.5902,1790.0488,1782.9521,1815.8705,1724.7607
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_2,2016-03-28,306.29886,311.14252,319.72894,302.75916,313.14795,306.38052,310.68295,315.99908
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_2,2016-03-29,274.9324,271.09396,283.55984,267.56085,280.30795,270.06747,276.59198,272.71115
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_2,2016-03-30,272.74457,276.14984,274.83722,264.85437,275.5969,270.10822,270.36203,266.85684
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_2,2016-03-31,273.22043,277.24554,271.68378,269.8536,289.53094,271.87543,278.04495,268.7695
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_2,2016-04-01,298.25043,291.09796,302.75168,284.68237,300.5715,291.8151,300.81622,297.50296
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_2,2016-04-02,381.89716,374.26306,386.42352,373.1182,384.97745,383.0188,371.86896,373.44867
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_2,2016-04-03,400.56284,414.35318,418.37115,403.74854,435.59015,414.96735,415.70123,414.13165
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_2,2016-04-04,304.19757,316.9268,323.91574,309.4377,326.58246,335.85333,341.67676,317.7682
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_2,2016-04-05,269.56448,280.93686,287.1855,266.44144,290.58942,282.25745,281.0581,273.87637
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_2,2016-04-06,266.0787,279.12738,278.17365,264.6339,289.31625,281.34235,272.85568,268.32407
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_2,2016-04-07,265.0169,276.39154,277.80646,266.84036,278.85645,275.2877,269.3593,270.7085
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_2,2016-04-08,289.6836,293.40787,303.54443,287.3004,299.16116,294.0761,298.85455,298.48386
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_2,2016-04-09,375.21405,372.04584,387.31717,373.08353,383.1703,390.5877,380.31396,373.66763
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_2,2016-04-10,396.15973,412.87552,419.89795,405.1759,423.53302,410.76944,429.58524,414.1583
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_2,2016-04-11,301.3576,323.1068,323.16742,308.18677,327.84192,332.76117,322.48682,315.7153
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_2,2016-04-12,270.91812,287.19342,290.2786,265.87234,295.62268,287.52612,269.73325,273.42923
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_2,2016-04-13,265.87903,283.97192,283.03378,259.02878,278.8251,276.9493,254.9289,267.02545
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_2,2016-04-14,269.15332,278.96802,281.96774,267.10434,289.4113,269.49176,261.52786,269.09796
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_2,2016-04-15,295.2193,291.8735,307.7438,286.14597,314.21884,304.0616,298.7049,298.27402
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_2,2016-04-16,379.77454,375.74417,389.33817,374.87137,387.65103,387.51797,369.15848,373.3496
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_2,2016-04-17,400.09073,411.98798,425.2721,398.773,423.0166,407.03976,416.73126,409.19962
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_2,2016-04-18,308.18906,320.37088,331.14133,311.88858,329.8306,327.66022,318.0035,314.63974
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_2,2016-04-19,278.44458,281.97696,290.99472,268.10922,296.5511,281.8821,264.0098,276.84027
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_2,2016-04-20,276.16602,273.76477,279.87222,263.24207,283.34036,269.05423,253.96353,271.36212
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_2,2016-04-21,277.0974,272.64957,278.15988,275.57022,289.2225,271.4614,260.38278,272.32776
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_2,2016-04-22,299.5124,287.42493,302.01492,305.2141,318.47733,297.2752,298.24265,300.43527
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_2,2016-04-23,379.14792,360.11325,387.23175,374.99728,376.3256,380.44418,377.9967,375.81964
USA/CA/CA_3/HOUSEHOLD/HOUSEHOLD_2,2016-04-24,398.71378,401.50815,418.74765,398.23737,416.22794,400.7868,420.67636,411.82245
USA/CA/CA_4,2016-03-28,2443.7168,2472.1365,2576.7063,2559.295,2507.4404,2557.057,2565.4622,2551.436
USA/CA/CA_4,2016-03-29,2348.382,2326.884,2409.2534,2397.3538,2352.802,2398.559,2385.2004,2396.369
USA/CA/CA_4,2016-03-30,2349.1968,2363.224,2368.229,2393.5027,2361.0732,2352.003,2349.417,2388.071
USA/CA/CA_4,2016-03-31,2386.637,2393.4468,2370.0945,2454.7627,2460.5273,2355.4941,2394.8875,2406.1494
USA/CA/CA_4,2016-04-01,2597.463,2588.9187,2596.8306,2641.874,2565.0486,2520.6665,2486.2742,2551.8987
USA/CA/CA_4,2016-04-02,3021.9128,2992.147,2985.811,3054.67,2966.1042,3003.9902,2804.8396,2894.3162
USA/CA/CA_4,2016-04-03,2977.7532,3108.3352,3054.0364,3119.827,3140.3965,3124.274,3039.4788,3023.6445
USA/CA/CA_4,2016-04-04,2484.2405,2667.2996,2699.145,2695.905,2617.5518,2785.9404,2780.4854,2617.8982
