unique_id,ds,LGBMRegressor
USA/CA/CA_2/FOODS,2016-04-07,2563.460339466364
USA/CA/CA_2/FOODS,2016-04-08,2966.8659989083203
USA/CA/CA_2/FOODS,2016-04-09,3864.5327241079367
USA/CA/CA_2/FOODS,2016-04-10,3517.188597724243
USA/CA/CA_2/FOODS,2016-04-11,2431.116571618134
USA/CA/CA_2/FOODS,2016-04-12,2341.1352947180944
USA/CA/CA_2/FOODS,2016-04-13,2374.4816192250864
USA/CA/CA_2/FOODS,2016-04-14,2270.52562834014
USA/CA/CA_2/FOODS,2016-04-15,2510.7523954605344
USA/CA/CA_2/FOODS,2016-04-16,2936.80528490697
USA/CA/CA_2/FOODS,2016-04-17,3036.994807048832
USA/CA/CA_2/FOODS,2016-04-18,2224.803892400481
USA/CA/CA_2/FOODS,2016-04-19,2278.348273148628
USA/CA/CA_2/FOODS,2016-04-20,2196.890540417708
USA/CA/CA_2/FOODS,2016-04-21,2257.059796465039
USA/CA/CA_2/FOODS,2016-04-22,2636.5131898452846
USA/CA/CA_2/FOODS,2016-04-23,3277.221665011649
USA/CA/CA_2/FOODS,2016-04-24,3194.9176562344346
USA/CA/CA_2/FOODS/FOODS_1,2016-03-28,444.76714559432384
USA/CA/CA_2/FOODS/FOODS_1,2016-03-29,385.7086565408252
USA/CA/CA_2/FOODS/FOODS_1,2016-03-30,371.87994897272296
USA/CA/CA_2/FOODS/FOODS_1,2016-03-31,409.19179004350934
USA/CA/CA_2/FOODS/FOODS_1,2016-04-01,465.2267570500601
USA/CA/CA_2/FOODS/FOODS_1,2016-04-02,592.009944294113
USA/CA/CA_2/FOODS/FOODS_1,2016-04-03,539.2318633667486
USA/CA/CA_2/FOODS/FOODS_1,2016-04-04,400.6018918869391
USA/CA/CA_2/FOODS/FOODS_1,2016-04-05,389.0188997115133
USA/CA/CA_2/FOODS/FOODS_1,2016-04-06,378.91291470544843
USA/CA/CA_2/FOODS/FOODS_1,2016-04-07,406.9065459808049
USA/CA/CA_2/FOODS/FOODS_1,2016-04-08,475.8484990694529
USA/CA/CA_2/FOODS/FOODS_1,2016-04-09,581.2162668177579
USA/CA/CA_2/FOODS/FOODS_1,2016-04-10,495.0424251826292
USA/CA/CA_2/FOODS/FOODS_1,2016-04-11,374.63263476597473
USA/CA/CA_2/FOODS/FOODS_1,2016-04-12,368.4511793554203
USA/CA/CA_2/FOODS/FOODS_1,2016-04-13,363.4491907509108
USA/CA/CA_2/FOODS/FOODS_1,2016-04-14,373.7983705031222
USA/CA/CA_2/FOODS/FOODS_1,2016-04-15,413.0677951523135
USA/CA/CA_2/FOODS/FOODS_1,2016-04-16,453.5590601775917
USA/CA/CA_2/FOODS/FOODS_1,2016-04-17,446.4049394364134
USA/CA/CA_2/FOODS/FOODS_1,2016-04-18,340.5292014692579
USA/CA/CA_2/FOODS/FOODS_1,2016-04-19,338.25036628033854
USA/CA/CA_2/FOODS/FOODS_1,2016-04-20,335.6459108075297
USA/CA/CA_2/FOODS/FOODS_1,2016-04-21,354.98689074925875
USA/CA/CA_2/FOODS/FOODS_1,2016-04-22,425.89265269756623
USA/CA/CA_2/FOODS/FOODS_1,2016-04-23,512.540408447606
USA/CA/CA_2/FOODS/FOODS_1,2016-04-24,474.691705410414
USA/CA/CA_2/FOODS/FOODS_2,2016-03-28,424.4501470840181
USA/CA/CA_2/FOODS/FOODS_2,2016-03-29,403.6551364194661
USA/CA/CA_2/FOODS/FOODS_2,2016-03-30,373.0196867376202
USA/CA/CA_2/FOODS/FOODS_2,2016-03-31,383.0464006726157
USA/CA/CA_2/FOODS/FOODS_2,2016-04-01,430.20678062711204
USA/CA/CA_2/FOODS/FOODS_2,2016-04-02,662.3393938231607
USA/CA/CA_2/FOODS/FOODS_2,2016-04-03,702.309334450113
USA/CA/CA_2/FOODS/FOODS_2,2016-04-04,487.6042028003045
USA/CA/CA_2/FOODS/FOODS_2,2016-04-05,457.2001224887154
USA/CA/CA_2/FOODS/FOODS_2,2016-04-06,460.55854583641883
USA/CA/CA_2/FOODS/FOODS_2,2016-04-07,411.75088452039955
USA/CA/CA_2/FOODS/FOODS_2,2016-04-08,448.23837427702074
USA/CA/CA_2/FOODS/FOODS_2,2016-04-09,647.7971533509922
USA/CA/CA_2/FOODS/FOODS_2,2016-04-10,700.8381584760292
USA/CA/CA_2/FOODS/FOODS_2,2016-04-11,453.6688176438281
USA/CA/CA_2/FOODS/FOODS_2,2016-04-12,373.73545065647664
USA/CA/CA_2/FOODS/FOODS_2,2016-04-13,402.47745329697204
USA/CA/CA_2/FOODS/FOODS_2,2016-04-14,399.4976889360627
USA/CA/CA_2/FOODS/FOODS_2,2016-04-15,416.21790129555404
USA/CA/CA_2/FOODS/FOODS_2,2016-04-16,544.827794303276
USA/CA/CA_2/FOODS/FOODS_2,2016-04-17,579.0669589820061
USA/CA/CA_2/FOODS/FOODS_2,2016-04-18,414.18911683218363
USA/CA/CA_2/FOODS/FOODS_2,2016-04-19,368.3562442560707
USA/CA/CA_2/FOODS/FOODS_2,2016-04-20,380.1225523862221
USA/CA/CA_2/FOODS/FOODS_2,2016-04-21,373.6541584598048
USA/CA/CA_2/FOODS/FOODS_2,2016-04-22,427.4633953518032
USA/CA/CA_2/FOODS/FOODS_2,2016-04-23,588.4114095214677
USA/CA/CA_2/FOODS/FOODS_2,2016-04-24,633.5412055914715
USA/CA/CA_2/FOODS/FOODS_3,2016-03-28,1687.7421941819514
USA/CA/CA_2/FOODS/FOODS_3,2016-03-29,1657.1072398590277
USA/CA/CA_2/FOODS/FOODS_3,2016-03-30,1701.0524374439033
USA/CA/CA_2/FOODS/FOODS_3,2016-03-31,1651.5522437362183
USA/CA/CA_2/FOODS/FOODS_3,2016-04-01,1933.8173929333147
USA/CA/CA_2/FOODS/FOODS_3,2016-04-02,2657.26550803694
USA/CA/CA_2/FOODS/FOODS_3,2016-04-03,2619.139125881686
USA/CA/CA_2/FOODS/FOODS_3,2016-04-04,1741.9840111667324
USA/CA/CA_2/FOODS/FOODS_3,2016-04-05,1754.021158108561
USA/CA/CA_2/FOODS/FOODS_3,2016-04-06,1728.5100703824235
USA/CA/CA_2/FOODS/FOODS_3,2016-04-07,1710.0789828991237
USA/CA/CA_2/FOODS/FOODS_3,2016-04-08,1972.288599699089
USA/CA/CA_2/FOODS/FOODS_3,2016-04-09,2491.7341286569767
USA/CA/CA_2/FOODS/FOODS_3,2016-04-10,2374.1184374983104
USA/CA/CA_2/FOODS/FOODS_3,2016-04-11,1635.2439513382653
USA/CA/CA_2/FOODS/FOODS_3,2016-04-12,1540.3006956900979
USA/CA/CA_2/FOODS/FOODS_3,2016-04-13,1530.0041602684676
USA/CA/CA_2/FOODS/FOODS_3,2016-04-14,1570.957533257403
USA/CA/CA_2/FOODS/FOODS_3,2016-04-15,1708.8074174108597
USA/CA/CA_2/FOODS/FOODS_3,2016-04-16,2010.165984620608
USA/CA/CA_2/FOODS/FOODS_3,2016-04-17,2033.4621458152244
USA/CA/CA_2/FOODS/FOODS_3,2016-04-18,1502.672213688877
USA/CA/CA_2/FOODS/FOODS_3,2016-04-19,1437.8279925961012
USA/CA/CA_2/FOODS/FOODS_3,2016-04-20,1416.8306283297754
USA/CA/CA_2/FOODS/FOODS_3,2016-04-21,1474.8863636444676
USA/CA/CA_2/FOODS/FOODS_3,2016-04-22,1754.0796098953772
USA/CA/CA_2/FOODS/FOODS_3,2016-04-23,1989.8909843736392
USA/CA/CA_2/FOODS/FOODS_3,2016-04-24,2199.764109909779
USA/CA/CA_2/HOBBIES,2016-03-28,351.4236305531267
USA/CA/CA_2/HOBBIES,2016-03-29,349.00143746326813
USA/CA/CA_2/HOBBIES,2016-03-30,343.49115281103093
USA/CA/CA_2/HOBBIES,2016-03-31,363.68689845314276
USA/CA/CA_2/HOBBIES,2016-04-01,433.1475123363249
USA/CA/CA_2/HOBBIES,2016-04-02,554.3099758381576
USA/CA/CA_2/HOBBIES,2016-04-03,498.86738262302646
USA/CA/CA_2/HOBBIES,2016-04-04,367.6680623639268
USA/CA/CA_2/HOBBIES,2016-04-05,354.67933980336613
USA/CA/CA_2/HOBBIES,2016-04-06,360.3824433414396
USA/CA/CA_2/HOBBIES,2016-04-07,361.6032669892351
USA/CA/CA_2/HOBBIES,2016-04-08,422.30534531366976
USA/CA/CA_2/HOBBIES,2016-04-09,516.5672068755931
USA/CA/CA_2/HOBBIES,2016-04-10,468.0553561511341
USA/CA/CA_2/HOBBIES,2016-04-11,353.0169159403465
USA/CA/CA_2/HOBBIES,2016-04-12,344.846192155737
USA/CA/CA_2/HOBBIES,2016-04-13,343.2411463698428
USA/CA/CA_2/HOBBIES,2016-04-14,352.3359600012174
USA/CA/CA_2/HOBBIES,2016-04-15,385.95293353142836
USA/CA/CA_2/HOBBIES,2016-04-16,423.0736878368432
USA/CA/CA_2/HOBBIES,2016-04-17,397.9688569983944
USA/CA/CA_2/HOBBIES,2016-04-18,324.88884921754357
USA/CA/CA_2/HOBBIES,2016-04-19,317.4500506525136
USA/CA/CA_2/HOBBIES,2016-04-20,333.1243886151466
USA/CA/CA_2/HOBBIES,2016-04-21,327.0550481550023
USA/CA/CA_2/HOBBIES,2016-04-22,380.23650564379227
USA/CA/CA_2/HOBBIES,2016-04-23,477.1958699236354
USA/CA/CA_2/HOBBIES,2016-04-24,451.327940657601
USA/CA/CA_2/HOBBIES/HOBBIES_1,2016-03-28,307.41997794764694
USA/CA/CA_2/HOBBIES/HOBBIES_1,2016-03-29,297.179718636134
USA/CA/CA_2/HOBBIES/HOBBIES_1,2016-03-30,297.4661921834112
USA/CA/CA_2/HOBBIES/HOBBIES_1,2016-03-31,310.8640310945674
USA/CA/CA_2/HOBBIES/HOBBIES_1,2016-04-01,379.34196098744263
USA/CA/CA_2/HOBBIES/HOBBIES_1,2016-04-02,495.915241931264
USA/CA/CA_2/HOBBIES/HOBBIES_1,2016-04-03,424.6643033851113
USA/CA/CA_2/HOBBIES/HOBBIES_1,2016-04-04,311.9090902053663
USA/CA/CA_2/HOBBIES/HOBBIES_1,2016-04-05,312.89141028454446
USA/CA/CA_2/HOBBIES/HOBBIES_1,2016-04-06,313.905710852764
USA/CA/CA_2/HOBBIES/HOBBIES_1,2016-04-07,314.82218910422495
USA/CA/CA_2/HOBBIES/HOBBIES_1,2016-04-08,367.00028736532096
USA/CA/CA_2/HOBBIES/HOBBIES_1,2016-04-09,482.23421614256324
USA/CA/CA_2/HOBBIES/HOBBIES_1,2016-04-10,415.96376772734953
USA/CA/CA_2/HOBBIES/HOBBIES_1,2016-04-11,310.88831700843826
USA/CA/CA_2/HOBBIES/HOBBIES_1,2016-04-12,300.28474716415786
USA/CA/CA_2/HOBBIES/HOBBIES_1,2016-04-13,310.5068334551447
USA/CA/CA_2/HOBBIES/HOBBIES_1,2016-04-14,305.0182340648284
USA/CA/CA_2/HOBBIES/HOBBIES_1,2016-04-15,356.1361207358419
USA/CA/CA_2/HOBBIES/HOBBIES_1,2016-04-16,439.30132985412763
USA/CA/CA_2/HOBBIES/HOBBIES_1,2016-04-17,394.80775019016096
USA/CA/CA_2/HOBBIES/HOBBIES_1,2016-04-18,294.1352537709583
USA/CA/CA_2/HOBBIES/HOBBIES_1,2016-04-19,287.28574824286954
USA/CA/CA_2/HOBBIES/HOBBIES_1,2016-04-20,297.4240689475603
USA/CA/CA_2/HOBBIES/HOBBIES_1,2016-04-21,287.29426073169213
USA/CA/CA_2/HOBBIES/HOBBIES_1,2016-04-22,357.510107828438
USA/CA/CA_2/HOBBIES/HOBBIES_1,2016-04-23,450.92120342135064
USA/CA/CA_2/HOBBIES/HOBBIES_1,2016-04-24,407.9923454337165
USA/CA/CA_2/HOBBIES/HOBBIES_2,2016-03-28,33.49684544277876
USA/CA/CA_2/HOBBIES/HOBBIES_2,2016-03-29,30.57972320400515
USA/CA/CA_2/HOBBIES/HOBBIES_2,2016-03-30,30.067384247103327
USA/CA/CA_2/HOBBIES/HOBBIES_2,2016-03-31,28.675261475013137
USA/CA/CA_2/HOBBIES/HOBBIES_2,2016-04-01,32.449014003842166
USA/CA/CA_2/HOBBIES/HOBBIES_2,2016-04-02,51.41179385102159
USA/CA/CA_2/HOBBIES/HOBBIES_2,2016-04-03,42.79020321431468
USA/CA/CA_2/HOBBIES/HOBBIES_2,2016-04-04,35.51695614778933
USA/CA/CA_2/HOBBIES/HOBBIES_2,2016-04-05,33.718312165344244
USA/CA/CA_2/HOBBIES/HOBBIES_2,2016-04-06,32.489999089045
USA/CA/CA_2/HOBBIES/HOBBIES_2,2016-04-07,32.29637749986055
USA/CA/CA_2/HOBBIES/HOBBIES_2,2016-04-08,33.9102778579166
USA/CA/CA_2/HOBBIES/HOBBIES_2,2016-04-09,49.369598457689854
USA/CA/CA_2/HOBBIES/HOBBIES_2,2016-04-10,41.281942882841996
USA/CA/CA_2/HOBBIES/HOBBIES_2,2016-04-11,31.737289221129387
USA/CA/CA_2/HOBBIES/HOBBIES_2,2016-04-12,30.479812438092516
USA/CA/CA_2/HOBBIES/HOBBIES_2,2016-04-13,30.648707898750217
USA/CA/CA_2/HOBBIES/HOBBIES_2,2016-04-14,30.254397041889284
USA/CA/CA_2/HOBBIES/HOBBIES_2,2016-04-15,33.74084212577808
USA/CA/CA_2/HOBBIES/HOBBIES_2,2016-04-16,48.23622565660502
USA/CA/CA_2/HOBBIES/HOBBIES_2,2016-04-17,38.493380761763476
USA/CA/CA_2/HOBBIES/HOBBIES_2,2016-04-18,31.1865152694048
USA/CA/CA_2/HOBBIES/HOBBIES_2,2016-04-19,29.367036427194506
USA/CA/CA_2/HOBBIES/HOBBIES_2,2016-04-20,29.5359318878522
USA/CA/CA_2/HOBBIES/HOBBIES_2,2016-04-21,29.692394982715903
USA/CA/CA_2/HOBBIES/HOBBIES_2,2016-04-22,32.167762490360026
USA/CA/CA_2/HOBBIES/HOBBIES_2,2016-04-23,48.23622565660502
USA/CA/CA_2/HOBBIES/HOBBIES_2,2016-04-24,37.94260681003884
USA/CA/CA_2/HOUSEHOLD,2016-03-28,894.8245530854565
USA/CA/CA_2/HOUSEHOLD,2016-03-29,885.1300249594059
USA/CA/CA_2/HOUSEHOLD,2016-03-30,875.5823419411396
USA/CA/CA_2/HOUSEHOLD,2016-03-31,826.1583544996174
USA/CA/CA_2/HOUSEHOLD,2016-04-01,998.1830760516259
USA/CA/CA_2/HOUSEHOLD,2016-04-02,1443.806761734447
USA/CA/CA_2/HOUSEHOLD,2016-04-03,1449.4688337610978
USA/CA/CA_2/HOUSEHOLD,2016-04-04,892.1087499603851
USA/CA/CA_2/HOUSEHOLD,2016-04-05,863.2295079476168
USA/CA/CA_2/HOUSEHOLD,2016-04-06,867.628142769732
USA/CA/CA_2/HOUSEHOLD,2016-04-07,841.6242757406211
USA/CA/CA_2/HOUSEHOLD,2016-04-08,1011.4922718186347
USA/CA/CA_2/HOUSEHOLD,2016-04-09,1426.4622320578749
USA/CA/CA_2/HOUSEHOLD,2016-04-10,1525.9677355842498
USA/CA/CA_2/HOUSEHOLD,2016-04-11,899.9234729772977
USA/CA/CA_2/HOUSEHOLD,2016-04-12,858.4546234462425
USA/CA/CA_2/HOUSEHOLD,2016-04-13,829.6891088759979
USA/CA/CA_2/HOUSEHOLD,2016-04-14,809.079386798531
USA/CA/CA_2/HOUSEHOLD,2016-04-15,983.6359942957835
USA/CA/CA_2/HOUSEHOLD,2016-04-16,1274.6430454515278
USA/CA/CA_2/HOUSEHOLD,2016-04-17,1294.3414679112927
USA/CA/CA_2/HOUSEHOLD,2016-04-18,886.6545306488232
USA/CA/CA_2/HOUSEHOLD,2016-04-19,823.9502135928249
USA/CA/CA_2/HOUSEHOLD,2016-04-20,827.0382560272883
USA/CA/CA_2/HOUSEHOLD,2016-04-21,824.2500204529626
USA/CA/CA_2/HOUSEHOLD,2016-04-22,965.3813981141741
USA/CA/CA_2/HOUSEHOLD,2016-04-23,1308.3238429742144
USA/CA/CA_2/HOUSEHOLD,2016-04-24,1364.8705319800952
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_1,2016-03-28,636.887066011132
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_1,2016-03-29,630.7536601544757
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_1,2016-03-30,657.6677633603628
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_1,2016-03-31,632.5348541695402
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_1,2016-04-01,749.2919471870983
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_1,2016-04-02,1102.6318342498328
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_1,2016-04-03,1145.272345960453
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_1,2016-04-04,680.0965002475472
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_1,2016-04-05,659.7970840783981
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_1,2016-04-06,669.9103185596816
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_1,2016-04-07,644.2078400426828
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_1,2016-04-08,765.8914229775942
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_1,2016-04-09,1118.952981754791
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_1,2016-04-10,1177.5994251848983
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_1,2016-04-11,704.1958224866689
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_1,2016-04-12,675.4379309628474
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_1,2016-04-13,640.5885726582964
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_1,2016-04-14,630.1709344721475
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_1,2016-04-15,747.2775174615064
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_1,2016-04-16,1043.0028346929646
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_1,2016-04-17,1061.4076382067583
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_1,2016-04-18,687.2506216037247
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_1,2016-04-19,625.5798878017874
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_1,2016-04-20,608.4960490067291
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_1,2016-04-21,585.5605127247586
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_1,2016-04-22,723.28830921107
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_1,2016-04-23,1046.1505611767625
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_1,2016-04-24,1106.1093922167004
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_2,2016-03-28,233.5415176003916
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_2,2016-03-29,231.91571518405922
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_2,2016-03-30,224.05537229411365
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_2,2016-03-31,236.09859745225472
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_2,2016-04-01,272.11377150716993
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_2,2016-04-02,370.64195368913886
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_2,2016-04-03,347.6275338964438
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_2,2016-04-04,243.50946142121734
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_2,2016-04-05,240.6921087820578
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_2,2016-04-06,242.5461976564614
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_2,2016-04-07,240.3208830382604
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_2,2016-04-08,275.55705119632785
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_2,2016-04-09,385.8205843691517
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_2,2016-04-10,375.470940221063
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_2,2016-04-11,232.47612383022343
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_2,2016-04-12,228.3696924562931
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_2,2016-04-13,239.64698308663768
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_2,2016-04-14,231.3854120138936
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_2,2016-04-15,265.34273508077536
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_2,2016-04-16,331.39655812395443
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_2,2016-04-17,316.95210344187535
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_2,2016-04-18,222.8304202171675
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_2,2016-04-19,229.58533223987612
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_2,2016-04-20,232.7032213805879
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_2,2016-04-21,230.73432537642026
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_2,2016-04-22,257.58821528132324
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_2,2016-04-23,335.5960954855862
USA/CA/CA_2/HOUSEHOLD/HOUSEHOLD_2,2016-04-24,334.2584721557804
USA/CA/CA_3,2016-03-28,5891.251306339831
USA/CA/CA_3,2016-03-29,5441.99744865231
USA/CA/CA_3,2016-03-30,5309.56259685657
USA/CA/CA_3,2016-03-31,5475.893591297482
USA/CA/CA_3,2016-04-01,5987.082245642709
USA/CA/CA_3,2016-04-02,7554.770189306547
USA/CA/CA_3,2016-04-03,8275.582210469202
USA/CA/CA_3,2016-04-04,6575.074916307546
USA/CA/CA_3,2016-04-05,6224.7403672247
USA/CA/CA_3,2016-04-06,5886.925107809057
USA/CA/CA_3,2016-04-07,5945.634367844927
USA/CA/CA_3,2016-04-08,6112.559118051401
USA/CA/CA_3,2016-04-09,7543.3947313379695
USA/CA/CA_3,2016-04-10,8271.569571711521
USA/CA/CA_3,2016-04-11,6208.763130702257
USA/CA/CA_3,2016-04-12,5612.215085993043
USA/CA/CA_3,2016-04-13,5279.955340532492
USA/CA/CA_3,2016-04-14,5362.621259101968
USA/CA/CA_3,2016-04-15,5675.359558365813
USA/CA/CA_3,2016-04-16,7092.891140893196
USA/CA/CA_3,2016-04-17,7639.042349235108
USA/CA/CA_3,2016-04-18,5890.144767818777
USA/CA/CA_3,2016-04-19,5559.445273339305
USA/CA/CA_3,2016-04-20,5350.591699414565
USA/CA/CA_3,2016-04-21,5395.84013183617
USA/CA/CA_3,2016-04-22,5570.359192683898
USA/CA/CA_3,2016-04-23,6929.273281688553
USA/CA/CA_3,2016-04-24,7674.155165209337
USA/CA/CA_3/FOODS,2016-03-28,3892.3544289732395
USA/CA/CA_3/FOODS,2016-03-29,3516.288080782887
USA/CA/CA_3/FOODS,2016-03-30,3533.9297007435207
USA/CA/CA_3/FOODS,2016-03-31,3402.1026140161985
USA/CA/CA_3/FOODS,2016-04-01,3906.885529621935
USA/CA/CA_3/FOODS,2016-04-02,4750.03626888502
USA/CA/CA_3/FOODS,2016-04-03,5398.8938314267125
USA/CA/CA_3/FOODS,2016-04-04,4319.528670993347
USA/CA/CA_3/FOODS,2016-04-05,3927.939155947154
USA/CA/CA_3/FOODS,2016-04-06,3738.821776583773
USA/CA/CA_3/FOODS,2016-04-07,3742.49431327664
USA/CA/CA_3/FOODS,2016-04-08,3883.3360612633337
USA/CA/CA_3/FOODS,2016-04-09,4957.277416909996
USA/CA/CA_3/FOODS,2016-04-10,5205.234254341545
USA/CA/CA_3/FOODS,2016-04-11,3906.6037275700614
USA/CA/CA_3/FOODS,2016-04-12,3668.696496418539
USA/CA/CA_3/FOODS,2016-04-13,3562.379020934436
USA/CA/CA_3/FOODS,2016-04-14,3557.399671116562
USA/CA/CA_3/FOODS,2016-04-15,3765.3473962840208
USA/CA/CA_3/FOODS,2016-04-16,4692.864478897325
USA/CA/CA_3/FOODS,2016-04-17,4955.609868465702
USA/CA/CA_3/FOODS,2016-04-18,3795.7705314039317
USA/CA/CA_3/FOODS,2016-04-19,3686.821457727991
USA/CA/CA_3/FOODS,2016-04-20,3445.177041710126
USA/CA/CA_3/FOODS,2016-04-21,3400.8257236161653
USA/CA/CA_3/FOODS,2016-04-22,3838.938835044939
USA/CA/CA_3/FOODS,2016-04-23,4753.443210487758
USA/CA/CA_3/FOODS,2016-04-24,5075.839346871038
USA/CA/CA_3/FOODS/FOODS_1,2016-03-28,411.7504785781135
USA/CA/CA_3/FOODS/FOODS_1,2016-03-29,400.74172725435346
USA/CA/CA_3/FOODS/FOODS_1,2016-03-30,380.9636290560105
USA/CA/CA_3/FOODS/FOODS_1,2016-03-31,414.31427087746954
USA/CA/CA_3/FOODS/FOODS_1,2016-04-01,412.73541830670587
USA/CA/CA_3/FOODS/FOODS_1,2016-04-02,521.0650208250217
USA/CA/CA_3/FOODS/FOODS_1,2016-04-03,467.11275187627746
USA/CA/CA_3/FOODS/FOODS_1,2016-04-04,378.5666770732275
USA/CA/CA_3/FOODS/FOODS_1,2016-04-05,381.6882465805324
USA/CA/CA_3/FOODS/FOODS_1,2016-04-06,383.9942533281602
USA/CA/CA_3/FOODS/FOODS_1,2016-04-07,415.20977244422875
USA/CA/CA_3/FOODS/FOODS_1,2016-04-08,424.46261107927336
USA/CA/CA_3/FOODS/FOODS_1,2016-04-09,550.6423481658018
USA/CA/CA_3/FOODS/FOODS_1,2016-04-10,462.8820130234279
USA/CA/CA_3/FOODS/FOODS_1,2016-04-11,357.97001926928925
USA/CA/CA_3/FOODS/FOODS_1,2016-04-12,369.58933410987254
USA/CA/CA_3/FOODS/FOODS_1,2016-04-13,379.1097968835253
USA/CA/CA_3/FOODS/FOODS_1,2016-04-14,380.88729365005463
USA/CA/CA_3/FOODS/FOODS_1,2016-04-15,387.7524681125234
USA/CA/CA_3/FOODS/FOODS_1,2016-04-16,504.96689708174995
USA/CA/CA_3/FOODS/FOODS_1,2016-04-17,441.29931728250915
USA/CA/CA_3/FOODS/FOODS_1,2016-04-18,342.8974673674438
USA/CA/CA_3/FOODS/FOODS_1,2016-04-19,359.5168779647809
USA/CA/CA_3/FOODS/FOODS_1,2016-04-20,359.6577923709144
USA/CA/CA_3/FOODS/FOODS_1,2016-04-21,380.0683815592945
USA/CA/CA_3/FOODS/FOODS_1,2016-04-22,411.2917260576812
USA/CA/CA_3/FOODS/FOODS_1,2016-04-23,506.4671400129542
USA/CA/CA_3/FOODS/FOODS_1,2016-04-24,447.85182908909485
USA/CA/CA_3/FOODS/FOODS_2,2016-03-28,647.2352551132211
USA/CA/CA_3/FOODS/FOODS_2,2016-03-29,553.8630012345103
USA/CA/CA_3/FOODS/FOODS_2,2016-03-30,543.4407295513514
USA/CA/CA_3/FOODS/FOODS_2,2016-03-31,520.6575474644014
USA/CA/CA_3/FOODS/FOODS_2,2016-04-01,572.6067038742708
USA/CA/CA_3/FOODS/FOODS_2,2016-04-02,749.0620682433704
USA/CA/CA_3/FOODS/FOODS_2,2016-04-03,836.4979892655123
USA/CA/CA_3/FOODS/FOODS_2,2016-04-04,667.2536637657228
USA/CA/CA_3/FOODS/FOODS_2,2016-04-05,625.1777037446946
USA/CA/CA_3/FOODS/FOODS_2,2016-04-06,650.2251785284944
USA/CA/CA_3/FOODS/FOODS_2,2016-04-07,592.7645217735158
USA/CA/CA_3/FOODS/FOODS_2,2016-04-08,607.5659879692269
USA/CA/CA_3/FOODS/FOODS_2,2016-04-09,735.7638976409062
USA/CA/CA_3/FOODS/FOODS_2,2016-04-10,755.6130352571087
